,Employee ID,Age,Gender,Department,Job Satisfaction,Stress Level,Annual Salary,Overtime Hours/Month,Manager Rating,Promotion in Last 5 Years,Date Hired,Parent Education Level,Favorite Activity,Job Description
1183,E01183,58,female,Marketing,9,1,44K(est.),45,5,Yes,2016/11,College,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1184,E01184,65,male,Operations,6,7,78K(est.),15,5,Yes,2008/08,PhD,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1185,E01185,63,Female,Marketing,4,2,64K(est.),3,3,No,2006/06,PhD,Cooking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1186,E01186,57,Female,Sales,3,3,87K(est.),3,2,No,2020/09,College,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1187,E01187,24,male,Finance,10,5,82K(est.),24,4,Yes,2020/04,Graduate,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1188,E01188,37,Male,Sales,2,6,79K(est.),1,1,Yes,2003/06,High School,Traveling,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1189,E01189,35,M,HR,1,1,65K(est.),41,2,No,2011/01,yHFMHHs,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1190,E01190,64,Male,IT,5,2,56K(est.),38,2,No,2010/05,High School,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1191,E01191,53,M,IT,9,2,99K(est.),21,1,No,2016/06,High School,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1192,E01192,39,Female,Marketing,7,10,93K(est.),11,2,Yes,2002/04,Graduate,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1193,E01193,44,M,Operations,1,6,100K(est.),9,3,No,2011/01,PhD,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1194,E01194,49,M,Marketing,2,3,52K(est.),12,4,Yes,1998/05,PhD,Hiking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1195,E01195,53,male,Sales,3,2,79K(est.),26,3,Yes,1995/04,Graduate,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1196,E01196,40,female,Marketing,9,3,64K(est.),22,4,Yes,1994/01,PhD,Hiking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1197,E01197,34,female,IT,10,2,100K(est.),9,4,No,2006/01,Graduate,Cooking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1198,E01198,34,F,Sales,9,9,104K(est.),19,1,Yes,2023/11,High School,Hiking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1199,E01199,63,female,HR,5,6,86K(est.),11,1,Yes,2012/06,High School,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1200,E01200,25,M,Sales,5,6,103K(est.),13,1,No,2002/10,PhD,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1201,E01201,37,male,Marketing,3,3,81K(est.),11,3,No,2021/04,High School,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1202,E01202,59,Female,Operations,8,4,45K(est.),17,5,Yes,2008/11,College,Playing Sports,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1203,E01203,63,Female,Marketing,6,,43K(est.),33,4,Yes,2005/12,PhD,Cooking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1204,E01204,50,female,HR,8,,82K(est.),38,5,No,2022/04,XuewtKN,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1205,E01205,37,M,IT,6,3,76K(est.),45,3,No,2012/03,cdpYMLhD,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1206,E01206,29,male,HR,7,6,53K(est.),26,1,Yes,1990/12,PhD,Gaming,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1207,E01207,27,female,HR,8,3,65K(est.),46,2,Yes,2010/12,High School,Gaming,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1208,E01208,33,Male,IT,4,3,66K(est.),26,4,Yes,2001/09,Graduate,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1209,E01209,30,male,Finance,4,5,114K(est.),5,2,No,2001/11,High School,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1210,E01210,42,male,Finance,9,2,107K(est.),9,4,No,2021/07,Graduate,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1211,E01211,43,Female,IT,6,5,40K(est.),44,4,No,2003/01,PhD,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1212,E01212,43,Female,Marketing,6,9,87K(est.),30,4,Yes,2018/11,PhD,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1213,E01213,32,female,HR,4,2,111K(est.),22,1,Yes,1998/09,PhD,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1214,E01214,48,F,Operations,10,5,90K(est.),29,4,No,1997/02,High School,Reading,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1215,E01215,62,female,Finance,2,5,112K(est.),0,5,No,1995/09,PvxlkTRKKzU,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1216,E01216,27,Male,Finance,3,6,97K(est.),0,3,No,2007/08,High School,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1217,E01217,48,Male,Sales,1,7,118K(est.),30,1,No,2017/01,College,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1218,E01218,31,F,Operations,1,,64K(est.),46,1,Yes,2017/11,College,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1219,E01219,64,male,Marketing,3,,78K(est.),8,1,No,1995/04,College,Hiking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1220,E01220,28,male,Operations,9,7,40K(est.),44,1,No,2008/10,nDFinKezHtO,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1221,E01221,47,M,Sales,1,8,58K(est.),1,5,Yes,1995/10,bBcWWkZoCPD,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1222,E01222,22,female,IT,5,1,84K(est.),40,2,Yes,1997/08,PhD,Cooking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1223,E01223,45,M,Operations,8,3,96K(est.),20,3,Yes,2021/03,College,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1224,E01224,31,Male,Operations,7,9,84K(est.),38,3,No,2023/02,College,Reading,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1225,E01225,48,Male,Operations,4,3,90K(est.),34,3,No,2004/03,High School,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1226,E01226,50,Male,HR,8,3,45K(est.),43,5,Yes,2019/05,College,Hiking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1227,E01227,49,Female,Finance,2,2,59K(est.),34,4,Yes,2009/05,High School,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1228,E01228,46,M,Sales,3,7,67K(est.),0,1,Yes,2021/03,College,Gaming,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1229,E01229,46,Female,IT,10,1,87K(est.),22,2,No,2001/12,PhD,Hiking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1230,E01230,63,Male,HR,10,3,43K(est.),34,3,Yes,2013/03,PhD,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1231,E01231,64,Female,Finance,8,9,59K(est.),2,1,Yes,2018/10,PhD,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1232,E01232,36,Male,HR,8,,111K(est.),44,5,Yes,2023/03,Graduate,Cooking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1233,E01233,40,Male,Sales,3,8,116K(est.),24,2,No,2007/12,College,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1234,E01234,28,M,Operations,1,5,74K(est.),41,1,No,2007/04,High School,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1235,E01235,56,female,IT,3,10,100K(est.),21,5,Yes,2009/02,PhD,Cooking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1236,E01236,49,Female,Marketing,8,4,89K(est.),15,2,No,1996/10,High School,Reading,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1237,E01237,48,Male,Finance,6,3,116K(est.),24,3,No,1996/11,PhD,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1238,E01238,59,Male,Finance,6,10,98K(est.),37,4,Yes,2004/04,College,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1239,E01239,24,Female,IT,7,,70K(est.),26,5,No,2001/10,PhD,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1240,E01240,61,M,Sales,10,5,120K(est.),30,4,No,1992/09,aHwZPoR,Cooking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1241,E01241,58,Female,Operations,6,4,107K(est.),43,5,No,2023/09,BXR,Gaming,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1242,E01242,34,M,Sales,4,7,42K(est.),39,1,Yes,2017/02,Graduate,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1243,E01243,27,M,HR,5,2,94K(est.),49,1,Yes,2023/04,College,Reading,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1244,E01244,35,Female,IT,7,7,55K(est.),3,5,Yes,2022/07,PhD,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1245,E01245,34,F,Sales,10,2,74K(est.),8,1,Yes,2015/02,College,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1246,E01246,50,male,Marketing,5,6,48K(est.),25,4,Yes,1999/08,College,Gaming,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1247,E01247,22,M,Operations,3,2,63K(est.),32,1,No,2012/02,College,Playing Sports,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1248,E01248,44,F,IT,2,8,52K(est.),10,3,No,1993/07,PhD,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1249,E01249,27,F,IT,10,9,56K(est.),30,4,Yes,2022/08,PhD,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1250,E01250,48,Female,IT,10,5,117K(est.),22,2,Yes,2023/09,High School,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1251,E01251,46,Male,HR,4,6,64K(est.),30,1,Yes,2018/06,PhD,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1252,E01252,53,M,Operations,9,,77K(est.),46,4,Yes,2013/05,PhD,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1253,E01253,35,female,IT,1,5,71K(est.),48,4,No,2006/07,College,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1254,E01254,59,F,IT,7,7,63K(est.),12,2,No,2000/08,PhD,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1255,E01255,39,male,Sales,4,10,57K(est.),50,2,Yes,2010/03,High School,Cooking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1256,E01256,47,F,Sales,4,9,40K(est.),9,1,Yes,2021/12,PhD,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1257,E01257,53,M,IT,6,9,64K(est.),10,3,No,2006/05,qKFZVItQVXk,Traveling,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1258,E01258,26,F,HR,2,7,40K(est.),3,2,Yes,2021/02,High School,Playing Sports,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1259,E01259,57,male,Sales,7,7,104K(est.),27,2,Yes,2022/03,College,Hiking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1260,E01260,57,F,Marketing,5,6,111K(est.),5,5,Yes,1993/10,High School,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1261,E01261,29,female,Marketing,7,2,52K(est.),32,3,No,2012/10,High School,Gaming,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1262,E01262,49,F,Sales,8,6,63K(est.),10,2,Yes,2008/09,High School,Playing Sports,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1263,E01263,57,M,HR,8,,103K(est.),44,1,No,2020/09,PhD,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1264,E01264,40,female,Marketing,1,6,111K(est.),39,1,No,2020/01,College,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1265,E01265,46,male,Operations,6,4,76K(est.),47,5,Yes,2002/10,nbu,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1266,E01266,27,M,Marketing,6,3,44K(est.),21,2,No,2013/09,College,Cooking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1267,E01267,50,M,Sales,7,2,105K(est.),17,1,Yes,2017/04,PhD,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1268,E01268,55,female,Marketing,10,9,101K(est.),41,5,Yes,1991/05,PhD,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1269,E01269,30,female,Finance,5,3,72K(est.),3,2,No,1991/07,College,Gaming,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1270,E01270,44,Male,Finance,5,4,88K(est.),30,3,No,2010/02,High School,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1271,E01271,28,F,Finance,4,5,64K(est.),36,1,No,2013/09,High School,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1272,E01272,47,Female,Finance,7,9,42K(est.),8,5,No,2023/11,PhD,Hiking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1273,E01273,63,M,Sales,1,4,68K(est.),26,4,Yes,2007/08,High School,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1274,E01274,59,Female,HR,9,1,79K(est.),9,2,No,1991/06,PhD,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1275,E01275,54,male,Marketing,2,7,46K(est.),22,5,Yes,2007/09,High School,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1276,E01276,57,Female,Finance,1,,113K(est.),48,2,No,2009/01,PhD,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1277,E01277,24,female,HR,8,10,44K(est.),3,4,Yes,2017/06,High School,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1278,E01278,26,Male,Finance,8,5,62K(est.),32,4,No,2013/09,College,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1279,E01279,37,F,Sales,2,7,114K(est.),10,5,No,2013/11,opaQAxI,Traveling,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1280,E01280,36,female,HR,6,8,41K(est.),42,2,Yes,2002/09,High School,Gaming,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1281,E01281,25,Male,Finance,10,2,58K(est.),31,1,No,1994/06,College,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1282,E01282,44,female,Operations,3,9,102K(est.),8,2,Yes,2015/11,PhD,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1283,E01283,48,Male,Operations,2,3,57K(est.),42,4,No,2018/08,College,Gaming,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1284,E01284,49,female,Finance,6,4,119K(est.),7,2,Yes,2017/11,Graduate,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1285,E01285,31,Male,IT,7,10,108K(est.),31,4,Yes,2001/09,Graduate,Cooking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1286,E01286,37,M,Operations,8,7,81K(est.),46,1,No,2009/05,Graduate,Hiking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1287,E01287,62,Male,Operations,5,5,104K(est.),33,4,Yes,2022/04,PhD,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1288,E01288,22,F,Operations,4,8,101K(est.),14,3,No,2018/11,Graduate,Traveling,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1289,E01289,59,F,Operations,8,10,74K(est.),43,5,Yes,2018/03,Graduate,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1290,E01290,34,Female,HR,6,1,103K(est.),48,2,Yes,2018/06,College,Playing Sports,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1291,E01291,55,M,HR,5,,48K(est.),20,2,No,2015/05,High School,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1292,E01292,36,female,Marketing,10,1,94K(est.),23,5,No,1992/08,High School,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1293,E01293,64,Male,Sales,2,1,68K(est.),26,5,Yes,2020/10,High School,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1294,E01294,63,F,Sales,2,10,108K(est.),28,2,No,2016/02,High School,Traveling,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1295,E01295,44,male,IT,2,1,102K(est.),38,2,Yes,2015/10,College,Reading,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1296,E01296,51,male,IT,5,1,82K(est.),48,1,Yes,2001/06,AzYfRhRL,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1297,E01297,40,M,HR,5,9,44K(est.),41,4,Yes,2005/01,PhD,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1298,E01298,35,F,Operations,8,7,56K(est.),15,4,Yes,1993/02,Graduate,Traveling,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1299,E01299,54,Female,Sales,2,4,102K(est.),38,2,Yes,2001/11,PhD,Playing Sports,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1300,E01300,43,male,Sales,5,7,71K(est.),39,1,No,2006/06,High School,Hiking,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1301,E01301,27,male,Operations,5,9,93K(est.),21,5,No,1993/06,High School,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1302,E01302,63,male,HR,2,4,87K(est.),1,3,Yes,1994/01,High School,Reading,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1303,E01303,38,Female,IT,6,9,67K(est.),14,1,Yes,2013/02,FHMwtHhv,Cooking,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1304,E01304,47,Male,Sales,5,,65K(est.),15,1,No,2002/05,PhD,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1305,E01305,32,Female,Finance,2,7,117K(est.),18,1,No,1995/07,PhD,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1306,E01306,55,M,Finance,5,1,79K(est.),26,1,Yes,2007/09,dPE,Cooking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1307,E01307,59,Female,Marketing,1,9,116K(est.),48,5,No,1994/08,PhD,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1308,E01308,52,female,IT,5,10,52K(est.),40,1,No,1992/09,LJJ,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1309,E01309,56,F,Sales,7,6,85K(est.),20,2,Yes,1992/11,High School,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1310,E01310,55,M,HR,8,3,50K(est.),25,5,No,2007/03,College,Traveling,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1311,E01311,64,F,Finance,5,1,84K(est.),6,5,Yes,2021/08,Graduate,Gaming,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1312,E01312,28,Female,Operations,4,,85K(est.),50,5,No,1996/06,High School,Gaming,"Develops campaigns, manages branding, and analyzes market trends. Skills: SEO, Social Media Management, Data Analysis, Creativity."
1313,E01313,42,Male,Sales,4,3,94K(est.),41,3,No,2008/06,PhD,Hiking,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1314,E01314,46,M,IT,4,6,57K(est.),26,3,No,2016/03,Graduate,Hiking,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1315,E01315,50,Male,Finance,5,10,60K(est.),34,1,No,2013/12,Graduate,Hiking,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1316,E01316,36,M,Marketing,9,6,98K(est.),44,3,No,2014/03,PhD,Playing Sports,"Engages with clients, closes deals, and drives revenue growth. Skills: Negotiation, CRM Software, Communication, Customer Relations."
1317,E01317,42,F,Marketing,6,,85K(est.),12,3,Yes,2008/08,College,Playing Sports,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1318,E01318,49,Female,Marketing,10,1,49K(est.),25,1,Yes,2017/06,High School,Traveling,"Responsible for recruitment, onboarding, employee relations, and compliance. Skills: Communication, Conflict Resolution, HRIS, Microsoft Office."
1319,E01319,48,Female,Sales,1,6,120K(est.),17,1,No,2002/06,High School,Gaming,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1320,E01320,58,F,Operations,5,5,79K(est.),29,3,-1,2022/07,PhD,Hiking,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
1321,E01321,32,M,Sales,2,6,74K(est.),48,2,Yes,2003/03,PhD,Reading,"Ensures smooth operation of IT systems, handles troubleshooting and maintenance. Skills: Networking, System Administration, Python, Security Protocols."
1322,E01322,42,Female,Finance,4,8,101K(est.),7,2,Yes,2018/07,High School,Reading,"Handles budgeting, financial planning, and reporting. Skills: Excel, Financial Modeling, Accounting Software, Analytical Thinking."
1323,E01323,65,Female,HR,8,4,96K(est.),24,4,No,2012/10,High School,Gaming,"Oversees supply chain, logistics, and production efficiency. Skills: Logistics Management, ERP Systems, Process Improvement, Leadership."
